CHEMBL3301595	Slc6a4
CHEMBL3301586	MUC5AC
CHEMBL24828	SRC
CHEMBL2103836	Cacna1c
CHEMBL1685	Oprm1
CHEMBL4594301	Gabrg2
CHEMBL4650293	Tubb4a
CHEMBL41355	Kcnq3
CHEMBL1196	Scn2a
CHEMBL2364648	Il12b
CHEMBL123292	Rpl7a
CHEMBL1206232	TUBB
CHEMBL2109124	Rps8
CHEMBL4297524	Bcr
CHEMBL49642	Tubb4a
CHEMBL3707400	Maoa
CHEMBL2103826	Tuba1b
CHEMBL1256	Gabrp
CHEMBL5095024	Erbb2
CHEMBL3545432	Psma2
CHEMBL2108672	Cd70
CHEMBL2103791	Gabrp
CHEMBL1568698	Gabrg2
CHEMBL1201490	Ghrhr
CHEMBL2111110	Kcna1
CHEMBL2096631	Gabrd
CHEMBL85	Drd2
CHEMBL3349607	Sstr1
CHEMBL970	Gabrg1
CHEMBL1829174	Ffar1
CHEMBL460291	Cacna1f
CHEMBL451887	Psmd11
CHEMBL189171	Ptgs1
CHEMBL918	Scn2a
CHEMBL856	Gabrd
CHEMBL2108508	Ifnar2
CHEMBL220492	Grik2
CHEMBL256147	Nos1
CHEMBL895	Oprd1
CHEMBL99946	Slc6a2
CHEMBL123292	RPS4Y1
CHEMBL5095451	F9
CHEMBL1703	Ndufb10
CHEMBL492	Scn10a
CHEMBL1201468	Esr1
CHEMBL354077	Kcnh1
CHEMBL2109530	Spp1
CHEMBL3707398	Trpv1
CHEMBL2107762	Kcnq2
CHEMBL494089	Akt2
CHEMBL1615374	Slc6a4
CHEMBL4094894	Gabrb2
CHEMBL27759	Hdac6
CHEMBL1200472	Gabrg3
CHEMBL4594542	Il10rb
CHEMBL3544975	Htr4
CHEMBL1200798	Htr2c
CHEMBL1095	Scn3a
CHEMBL1980297	Aurkb
CHEMBL1200395	Scn4a
CHEMBL2109247	Tnfrsf23
CHEMBL1201222	SLC6A3
CHEMBL1743034	Il17a
CHEMBL971	Gabrg1
CHEMBL1200826	Gsk3a
CHEMBL2079130	Atp4b
CHEMBL373742	Avpr1a
CHEMBL108	Scn10a
CHEMBL1742987	Rtn4
CHEMBL4647810	Atr
CHEMBL1431	Ndufv1
CHEMBL476960	Mgam
CHEMBL1201577	Egfr
CHEMBL1201619	Klkb1
CHEMBL2106829	Gabrg3
CHEMBL4594584	F8
CHEMBL3833389	Oprk1
CHEMBL429	Adrb2
CHEMBL897	Slc22a8
CHEMBL940	Cacna1f
CHEMBL4298098	Tubb1
CHEMBL553025	Tubb4b
CHEMBL843	Pparg
CHEMBL402548	Aurka
CHEMBL2104864	Drd2
CHEMBL5314386	mt-Nd4l
CHEMBL660	Grin2b
CHEMBL576982	Pdgfra
CHEMBL1201210	Hrh1
CHEMBL429	Adra1d
CHEMBL1969664	Gsk3b
CHEMBL4297287	PDE4C
CHEMBL4650272	Cdk4
CHEMBL967	Gabrg3
CHEMBL1493	PDE8B
CHEMBL2103847	Lvrn
CHEMBL325041	Psma1
CHEMBL3360203	Pik3r1
CHEMBL2103791	Gabrd
CHEMBL4297859	Tuba1c
CHEMBL3039504	Pdgfra
CHEMBL312443	Gabrb2
CHEMBL4297508	Gck
CHEMBL2103863	Hdac2
CHEMBL4297627	Ntrk3
CHEMBL3813873	Kit
CHEMBL888	Prim1
CHEMBL2110670	Htr2a
CHEMBL1431	NDUFA11
CHEMBL3545366	Pik3r1
CHEMBL3697617	Drd5
CHEMBL284348	Kcnc2
CHEMBL289351	Tuba4a
CHEMBL2104967	Itga4
CHEMBL5095029	Ccr5
CHEMBL1200833	Adra1b
CHEMBL273575	Slc6a3
CHEMBL3545313	Acly
CHEMBL1198855	Casr
CHEMBL2095222	Col1a1
CHEMBL1077	Ptgs1
CHEMBL1341	Gabrb3
CHEMBL4650395	Gp6
CHEMBL5314551	CXCL8
CHEMBL2109288	Tubb2b
CHEMBL3908979	Fgfr4
CHEMBL1743069	Ifnab
CHEMBL30219	Gabre
CHEMBL301742	Gabbr2
CHEMBL3301585	Tuba1c
CHEMBL3545432	PSMB3
CHEMBL1201063	Adrb1
CHEMBL377559	Hsp90aa1
CHEMBL79	Scn8a
CHEMBL712	Ggcx
CHEMBL37744	Htr7
CHEMBL2103739	Hrh1
CHEMBL900	Scn11a
CHEMBL408194	BCL2L2-PABPN1
CHEMBL2108292	F7
CHEMBL2109325	Kit
CHEMBL3184437	Scn8a
CHEMBL2104986	Htr2c
CHEMBL123292	Rps9
CHEMBL2109124	Rps21
CHEMBL315795	Gabra2
CHEMBL3989512	Tuba4a
CHEMBL2218896	Cnr1
CHEMBL3408947	Plk4
CHEMBL1910936	Calcrl
CHEMBL628	Pde1a
CHEMBL1200443	Scn1a
CHEMBL25	Ptgs1
CHEMBL1200527	Chrnb1
CHEMBL3764045	Kdr
CHEMBL139835	Pgr
CHEMBL3187812	Mme
CHEMBL593430	Cacng4
CHEMBL539770	CACNA2D4
CHEMBL1200728	Kcns3
CHEMBL2107383	Kcnd3
CHEMBL1516474	Htr4
CHEMBL4297651	Metap2
CHEMBL27759	Hdac5
CHEMBL3109738	Lck
CHEMBL983	Chrne
CHEMBL4297736	Tuba1c
CHEMBL4297844	Top1
CHEMBL454	Gabra5
CHEMBL1096882	Pola2
CHEMBL473159	Cacna2d2
CHEMBL2103758	Ramp1
CHEMBL256997	Rpl37
CHEMBL185	Tyms
CHEMBL1201619	Plg
CHEMBL2364652	Fzd8
CHEMBL3682589	Trpm8
CHEMBL2397415	Ramp1
CHEMBL187927	Chrnb2
CHEMBL2108252	HLA-DRB3
CHEMBL1423	Drd5
CHEMBL3960488	Met
CHEMBL49080	Adrb2
CHEMBL2110725	Tubb5
CHEMBL136478	Gucy1a2
CHEMBL1742994	Tuba1a
CHEMBL1201293	Gabrg2
CHEMBL1703	Ndufb2
CHEMBL1059	Cacna1b
CHEMBL1743069	Ifna1
CHEMBL932	Pde7a
CHEMBL2108811	Cd3e
CHEMBL4650293	Fgfr2
CHEMBL29741	Scn7a
CHEMBL1615369	F2
CHEMBL1200819	Scn9a
CHEMBL753	Adra1d
CHEMBL1200561	Adra1d
CHEMBL605	Scn1a
CHEMBL289351	Tubb3
CHEMBL1711	Adrb2
CHEMBL2109458	Il1r1
CHEMBL981	Ppara
CHEMBL1201770	Oprm1
CHEMBL2103828	P2ry12
CHEMBL1201234	Adrb1
CHEMBL282052	Gabra6
CHEMBL3907479	Fgfr1
CHEMBL2108342	Siglech
CHEMBL969	Gabrq
CHEMBL31965	Erbb4
CHEMBL3545357	Rorc
CHEMBL1567	Flt3
CHEMBL189475	Cxcr2
CHEMBL3109738	Erbb4
CHEMBL449	Gabra1
CHEMBL3545035	Htr4
CHEMBL91829	Prkcb
CHEMBL4650478	Tmprss6
CHEMBL3989834	Ednra
CHEMBL3707183	Scn10a
CHEMBL4297590	Hcrtr2
CHEMBL2105683	Ptgs2
CHEMBL1095	Scn2a
CHEMBL1200432	Adra2c
CHEMBL3989512	Tubb3
CHEMBL1431	Ndufa7
CHEMBL452076	CACNA1C
CHEMBL1257	Kcnk9
CHEMBL1946170	Flt4
CHEMBL1908373	Pgr
CHEMBL1200382	Cacna2d2
CHEMBL295698	CYP11B2
CHEMBL968	Gabra3
CHEMBL312448	Adra2b
CHEMBL1201217	Scn10a
CHEMBL628	Pde1c
CHEMBL2111110	Kcnd3
CHEMBL1277001	Gria1
CHEMBL1201023	Grin2c
CHEMBL193	Cacna1s
CHEMBL493982	F2r
CHEMBL738	Gabrq
CHEMBL3184799	Adrb2
CHEMBL4802129	Cxcr4
CHEMBL1072	Slc12a1
CHEMBL3989949	Gabrg3
CHEMBL1743031	Sdc1
CHEMBL667	Chrm3
CHEMBL2074972	CACNA1C
CHEMBL3184799	Adra1d
CHEMBL475534	Cacna1s
CHEMBL4651002	Idh1
CHEMBL3707317	Gabra1
CHEMBL4105630	Gabrb3
CHEMBL1102	Gabra1
CHEMBL644	Htr2c
CHEMBL429	Adrb3
CHEMBL1008	Cacng4
CHEMBL408194	Bcl2l1
CHEMBL3545185	Xpo1
CHEMBL553025	Tuba1c
CHEMBL3989682	Gria1
CHEMBL593430	Cacnb3
CHEMBL408513	Hdac5
CHEMBL1200384	Nr3c1
CHEMBL1201563	Ifnar1
CHEMBL1068	Scn9a
CHEMBL59	Adrb1
CHEMBL4302409	Sstr4
CHEMBL92	Tuba4a
CHEMBL1743069	Ifna16
CHEMBL4297863	Tnf
CHEMBL3989703	Grik1
CHEMBL1201558	Ifnar1
CHEMBL135400	Gabra1
CHEMBL289351	Tubb6
CHEMBL2103867	Gucy2c
CHEMBL2103975	Sstr2
CHEMBL29741	Scn5a
CHEMBL2110814	Grin2d
CHEMBL1743049	Pdgfra
CHEMBL2095208	Cyp3a41a
CHEMBL655	Gabrb1
CHEMBL2135460	Avpr1b
CHEMBL931	Glrb
CHEMBL2103824	Pparg
CHEMBL12	Gabrg1
CHEMBL2103884	Psma5
CHEMBL1201520	Fshr
CHEMBL4567446	Acaca
CHEMBL13280	Gabrb2
CHEMBL3301611	Kcnc3
CHEMBL435298	Ptgs2
CHEMBL2105721	Casp1
CHEMBL3701238	Fgfr4
CHEMBL565612	Prkcz
CHEMBL159	Tuba1a
CHEMBL714	Adrb2
CHEMBL1611	Scn9a
CHEMBL3989512	Tubb6
CHEMBL3945199	Nr1h3
CHEMBL4297441	Tubb1
CHEMBL192986	Chka
CHEMBL2048028	Itgal
CHEMBL30219	Gabrd
CHEMBL5095032	HTR3D
CHEMBL2368924	Htr3a
CHEMBL707	Adra1a
CHEMBL3360203	Pik3r3
CHEMBL2103836	Cacnb4
CHEMBL4298045	Gucy2c
CHEMBL87992	Scn3a
CHEMBL3545366	Pik3r3
CHEMBL270995	Flt1
CHEMBL1201063	Scn9a
CHEMBL345524	Ptgds
CHEMBL123292	Rpl35
CHEMBL211456	Adra2b
CHEMBL1265	Rarb
CHEMBL1075	Scn9a
CHEMBL2111110	Kcnh6
CHEMBL1200728	Kcnc4
CHEMBL422	Htr2c
CHEMBL1742981	MUC16
CHEMBL1277001	Gria2
CHEMBL3545432	Psmb11
CHEMBL1341	Gabra2
CHEMBL2109574	Tuba1a
CHEMBL3545209	Scn3a
CHEMBL4297268	Tubb3
CHEMBL1200694	Kcnk3
CHEMBL488436	Cdk16
CHEMBL1208646	Pde3a
CHEMBL2141296	Psmd14
CHEMBL2103884	Psmc1
CHEMBL278398	Hrh1
CHEMBL514800	Pde4b
CHEMBL4297744	Rps19
CHEMBL979	Gabrg1
CHEMBL1535	Tlr9
CHEMBL1200472	Gabra6
CHEMBL3301611	Kcng3
CHEMBL5314408	Src
CHEMBL1089636	Tuba1a
CHEMBL370805	Scn10a
CHEMBL968	Gabrb3
CHEMBL4297573	Eef2
CHEMBL1201662	F2
CHEMBL3989682	Gria2
CHEMBL4297756	Calca
CHEMBL2037511	Oxtr
CHEMBL288441	Abl1
CHEMBL479	Drd4
CHEMBL1200934	Pgr
CHEMBL635	Nr3c1
CHEMBL1089	Maoa
CHEMBL4871106	Akt1
CHEMBL3989962	GART
CHEMBL2106155	Scn9a
CHEMBL2443262	Oprm1
CHEMBL169901	Slc6a2
CHEMBL383824	Hsp90ab1
CHEMBL1277001	Gria3
CHEMBL1492500	Slc6a2
CHEMBL4297255	Gabra4
CHEMBL2110954	Grin3b
CHEMBL4594288	Cacna1c
CHEMBL63	Pde4a
CHEMBL1711	Adrb3
CHEMBL559180	Adrb2
CHEMBL1200722	Chrnd
CHEMBL4650321	Btk
CHEMBL2106829	Gabra6
CHEMBL1200420	Gabrb2
CHEMBL932	Pde6g
CHEMBL3989989	Cd19
CHEMBL1200494	Adra2c
CHEMBL1200993	Chrne
CHEMBL1762621	Pparg
CHEMBL1206232	Tubb2a
CHEMBL4297840	PDCD1
CHEMBL559180	Adra1d
CHEMBL1201269	Slc6a4
CHEMBL1201023	Grin1
CHEMBL450	Gabra6
CHEMBL3039504	Flt1
CHEMBL92	Tuba1b
CHEMBL4297188	AKT3
CHEMBL681	Gabrd
CHEMBL24441	Hrh1
CHEMBL4297935	Tubb5
CHEMBL325041	Adrm1
CHEMBL2106798	Grin2a
CHEMBL6622	GUCY1B2
CHEMBL647	Adra2b
CHEMBL3301610	Cdk6
CHEMBL3544937	Kdr
CHEMBL3545396	Flt1
CHEMBL1706	Adra1d
CHEMBL184412	Scn8a
CHEMBL4279455	TUBA3E
CHEMBL1200478	Scn7a
CHEMBL1200841	Scn1a
CHEMBL698	Scn1a
CHEMBL43452	Ddb1
CHEMBL441	Gabra4
CHEMBL354077	KCNB2
CHEMBL1200578	Adora3
CHEMBL1358	Esr2
CHEMBL4297842	Egfr
CHEMBL4297789	Rpl36
CHEMBL2103878	Oprd1
CHEMBL4594503	Cd3g
CHEMBL4297520	Pde4b
CHEMBL3707401	Gria4
CHEMBL3039502	Pik3cg
CHEMBL572284	TUBA3E
CHEMBL2109257	Kdr
CHEMBL552212	Tubb4b
CHEMBL3545372	Tuba1a
CHEMBL944	Scn1a
CHEMBL896	Hrh1
CHEMBL1200654	Scn2a
CHEMBL1201219	Chrna1
CHEMBL223360	Pdgfrb
CHEMBL1628502	Cacng5
CHEMBL5314357	Itgav
CHEMBL1200461	Adra1d
CHEMBL4297566	Dmd
CHEMBL2107729	Gucy1a2
CHEMBL1200773	Scn8a
CHEMBL3184799	Adrb3
CHEMBL4297296	Tuba3b
CHEMBL1200968	Nr3c1
CHEMBL52885	SRC
CHEMBL1200434	Adora2a
CHEMBL3544917	Grin2b
CHEMBL2219536	APOB
CHEMBL1200794	Oprd1
CHEMBL1197	Scn8a
CHEMBL4297636	Tubb1
CHEMBL2368925	Htr3a
CHEMBL3545238	Nr1h3
CHEMBL4594288	Cacna1d
CHEMBL593430	Cacna1b
CHEMBL2108709	Col27a1
CHEMBL339427	Chrna1
CHEMBL96172	Tuba3a
CHEMBL254328	Cyp17a1
CHEMBL1236962	Pik3cd
CHEMBL1201153	Adrb2
CHEMBL2107762	Kcnh2
CHEMBL1743083	Cd4
CHEMBL473159	Cacna1i
CHEMBL2105717	Met
CHEMBL1200	Scn7a
CHEMBL92	Tubb6
CHEMBL3545243	Map2k2
CHEMBL1200733	Glrb
CHEMBL4250860	CFD
CHEMBL1094785	Adrb2
CHEMBL2108061	Itgb1
CHEMBL214796	Trpv1
CHEMBL695	Cacna1h
CHEMBL4298171	Gnrhr
CHEMBL98	Hdac3
CHEMBL3647420	Erbb2
CHEMBL5314406	Flt4
CHEMBL545315	Erbb2
CHEMBL5315122	Psmd14
CHEMBL821	Kcna1
CHEMBL1195136	Hsp90aa1
CHEMBL4298139	SLC6A3
CHEMBL1201159	Oprm1
CHEMBL4297789	RPL41
CHEMBL1752	Pde3a
CHEMBL4297987	Axl
CHEMBL2095222	Col18a1
CHEMBL806	Ar
CHEMBL571	Ptgs1
CHEMBL470888	Adora2a
CHEMBL5316170	Ntrk2
CHEMBL4105630	Gabra2
CHEMBL363295	Cacna1a
CHEMBL4297789	Rpsa
CHEMBL4297483	Adrb2
CHEMBL4279455	TUBB
CHEMBL452	Gabra5
CHEMBL450044	Slc5a2
CHEMBL1200903	Gabra1
CHEMBL5315056	Oprd1
CHEMBL3666807	Nr3c1
CHEMBL2104386	Npr2
CHEMBL87992	Scn2a
CHEMBL1752	Pde4d
CHEMBL4297960	Lgals3
CHEMBL221326	P2ry2
CHEMBL715	Htr2c
CHEMBL375611	Grm3
CHEMBL998	Hrh1
CHEMBL1152	Nr3c1
CHEMBL2062266	Oprm1
CHEMBL572284	TUBB
CHEMBL1743082	Tuba3b
CHEMBL1200478	Scn5a
CHEMBL2105467	Rrm2b
CHEMBL1201060	Htr2c
CHEMBL1200648	Chrne
CHEMBL539423	Agtr1a
CHEMBL3989973	Csf1r
CHEMBL1703	Ndufa10
CHEMBL4297777	Eef2
CHEMBL1431	Ndufb5
CHEMBL454	Gabra1
CHEMBL3545209	Scn2a
CHEMBL38	Rara
CHEMBL3990032	Tubb1
CHEMBL1200382	Cacna1i
CHEMBL1219	Atp4a
CHEMBL2135460	Avpr1a
CHEMBL488436	Cdk7
CHEMBL3545132	Tuba3b
CHEMBL1431	Ndufs6
CHEMBL3545135	Ndufa1
CHEMBL312443	Gabra4
CHEMBL3244648	Dhfr
CHEMBL314854	S1pr3
CHEMBL1743045	TPBG
CHEMBL1297	Ptgs1
CHEMBL1088	Drd2
CHEMBL1200781	Slc6a4
CHEMBL4594602	PDCD1
CHEMBL404849	Cacng2
CHEMBL360328	Htr2c
CHEMBL2109393	Egfr
CHEMBL284348	Kcnq3
CHEMBL2107834	GUCY1B2
CHEMBL4650280	Mapk3
CHEMBL354077	Kcna2
CHEMBL1743043	Cd22
CHEMBL2103815	Chrnb4
CHEMBL254219	Fxyd2
CHEMBL2103852	Tubb5
CHEMBL705	Rxrb
CHEMBL1196	Scn11a
CHEMBL3545006	Pik3cd
CHEMBL661	Gabrg3
CHEMBL2107771	Grin3b
CHEMBL3301611	Kcna1
CHEMBL1289494	Kit
CHEMBL1008	Cacna1b
CHEMBL3707277	Egfr
CHEMBL485629	Pde4b
CHEMBL1200464	Scn4a
CHEMBL1201574	Snap25
CHEMBL4297190	Flt1
CHEMBL461101	Mpl
CHEMBL5314342	Gcgr
CHEMBL2106710	Adra2b
CHEMBL492399	Tubb3
CHEMBL123292	Rps16
CHEMBL4297894	Tigit
CHEMBL1234354	Pik3cg
CHEMBL123292	Rpl13
CHEMBL1201201	Slc6a4
CHEMBL3358920	S1pr5
CHEMBL163	Cyp3a59
CHEMBL1200323	Adra1b
CHEMBL3622533	Hdac9
CHEMBL1750	Pola1
CHEMBL2108375	Plat
CHEMBL2109090	Icam1
CHEMBL4298045	Tuba3a
CHEMBL2107762	Kcnv2
CHEMBL256997	Rps19
CHEMBL577	Ace
CHEMBL1259	CHRNB1
CHEMBL1059	Cacna2d4
CHEMBL1823872	Sstr5
CHEMBL2387408	Slc10a2
CHEMBL1236936	GUCY1B2
CHEMBL2105738	Ar
CHEMBL5314386	Ndufb2
CHEMBL3707383	Smad7
CHEMBL3301627	Slc9a3
CHEMBL968	Gabra2
CHEMBL3545385	Pik3r1
CHEMBL1201192	Slc6a3
CHEMBL175247	Pnlip
CHEMBL3545252	Tubb4b
CHEMBL2108709	Col6a2
CHEMBL1079175	AKT3
CHEMBL552212	Tuba1c
CHEMBL3545135	Ndufa4
CHEMBL1201032	Htr1b
CHEMBL1257	Gabra6
CHEMBL2095222	COL11A2
CHEMBL1200578	Pde3b
CHEMBL3900409	Ctsc
CHEMBL4297522	Fgfr3
CHEMBL4297837	IL3RA
CHEMBL592445	Pik3ca
CHEMBL2109434	Cd3e
CHEMBL4650387	Flt3
CHEMBL1200694	Gabrg2
CHEMBL363295	Cacnb1
CHEMBL4594304	Myl4
CHEMBL4297861	Selplg
CHEMBL1200828	Chrm1
CHEMBL544665	S1pr1
CHEMBL598797	Hdac3
CHEMBL2107830	Slc5a2
CHEMBL451887	Psmb9
CHEMBL1206232	TUBB8
CHEMBL1201352	Chrne
CHEMBL1242	Scn11a
CHEMBL2103869	Gria1
CHEMBL4297625	Slc5a1
CHEMBL940	Cacna1a
CHEMBL2108709	Col11a2
CHEMBL3182621	Map2k2
CHEMBL494480	Oprd1
CHEMBL4594357	Tnfrsf13c
CHEMBL1621	Htr2a
CHEMBL1213252	Gabra3
CHEMBL1200946	Ar
CHEMBL1200912	Slc6a2
CHEMBL220492	Scn7a
CHEMBL4298090	Fap
CHEMBL931	Gabra3
CHEMBL4594470	Angpt2
CHEMBL2107762	Kcns1
CHEMBL429	Adra2a
CHEMBL750	Scn3a
CHEMBL1200485	Braf
CHEMBL2364968	Adra1d
CHEMBL1200787	Adra2c
CHEMBL1201454	Adra2b
CHEMBL1200549	Chrng
CHEMBL1743015	Itgb7
CHEMBL207538	Gabrq
CHEMBL4297458	Brdt
CHEMBL628	Adora2b
CHEMBL5095024	Egfr
CHEMBL970	Gabrp
CHEMBL1201564	IFNGR2
CHEMBL4594301	Gabrb1
CHEMBL2109124	Rpl12
CHEMBL2107762	Kcnf1
CHEMBL429	Adrb1
CHEMBL4594455	Enpp3
CHEMBL5170587	Ar
CHEMBL3218576	Pik3cd
CHEMBL1200952	Slc6a4
CHEMBL389621	Nr3c1
CHEMBL413376	Fgf1
CHEMBL18	Car5b
CHEMBL3989410	Ptgs1
CHEMBL4298101	Tubb2b
CHEMBL3545432	Psma4
CHEMBL2364638	Calcrl
CHEMBL4298102	Il17a
CHEMBL1703	Ndufs3
CHEMBL1201748	Tuba3a
CHEMBL1091	Nr3c1
CHEMBL4594395	GABBR1
CHEMBL2104984	Ppara
CHEMBL4297789	Rps28
CHEMBL281764	Cyp3a41b
CHEMBL3113974	Pde4c
CHEMBL315985	Scn9a
CHEMBL1568698	Gabrb1
CHEMBL4303201	Kit
CHEMBL256997	RPL7A
CHEMBL3990025	Hc
CHEMBL3545042	Grik3
CHEMBL4297326	Mttp
CHEMBL2216859	Pik3cd
CHEMBL821	Kcnd3
CHEMBL4078588	Chrm1
CHEMBL620	Chrm3
CHEMBL1201065	Gabrg2
CHEMBL3137343	Pdcd1
CHEMBL1762	Scn3a
CHEMBL4650288	Flt3
CHEMBL1364551	Drd1
CHEMBL467	Rrm2b
CHEMBL1201288	Ryr1
CHEMBL1200443	Scn4a
CHEMBL1743068	Il17a
CHEMBL248702	Htr3b
CHEMBL1493	Pde7a
CHEMBL4650293	Tuba1a
CHEMBL2107856	Tert
CHEMBL526	Gabrg3
CHEMBL4297626	Nr1h4
CHEMBL3989870	Atr
CHEMBL705	RXRB
CHEMBL1131	Rxrb
CHEMBL178	Top2a
CHEMBL1879463	Pik3r5
CHEMBL49642	Tuba1a
CHEMBL703	Chrnb1
CHEMBL1200612	Scn10a
CHEMBL4802163	Jak2
CHEMBL3301611	Kcna7
CHEMBL3545169	CACNA1C
CHEMBL2110737	MGAM2
CHEMBL3545327	Aurka
CHEMBL3219124	Gck
CHEMBL4297229	Snap25
CHEMBL4297268	Tuba3b
CHEMBL574737	Prkca
CHEMBL558	Scn3a
CHEMBL4594505	Tnfrsf17
CHEMBL1094	Grin3b
CHEMBL1562610	ALOX5
CHEMBL2103869	Gria2
CHEMBL655	Gabrq
CHEMBL2106195	Adra2b
CHEMBL4297329	Akt3
CHEMBL3707290	Ghr
CHEMBL146506	Rarg
CHEMBL4297458	Brd4
CHEMBL1614725	Erbb2
CHEMBL2108252	HLA-DRB4
CHEMBL1089636	Lrp1
CHEMBL1201438	Il2ra
CHEMBL1201543	Insr
CHEMBL3545985	Slc18a2
CHEMBL1200814	Car12
CHEMBL1889140	Scn5a
CHEMBL2110670	Htr2c
CHEMBL753	Adra2a
CHEMBL2141296	Psma5
CHEMBL4297789	RPS3
CHEMBL2397751	Cnr1
CHEMBL1929396	Dpp4
CHEMBL24828	Egfr
CHEMBL4112930	Parp2
CHEMBL5314649	Txk
CHEMBL27193	Adrb2
CHEMBL2105692	Ptger2
CHEMBL2311030	Drd4
CHEMBL1915540	Hrh4
CHEMBL359164	Pole
CHEMBL1256818	Sigmar1
CHEMBL2159122	Oprm1
CHEMBL4297688	STING1
CHEMBL2103869	Gria3
CHEMBL1200715	Scn3a
CHEMBL2104986	Slc6a3
CHEMBL52885	Fgfr2
CHEMBL315838	Scn7a
CHEMBL4299940	PKLR
CHEMBL1213252	Gabrb3
CHEMBL449	Gabrg3
CHEMBL4650297	Fgfr3
CHEMBL931	Gabrb3
CHEMBL1200689	GUCY1B2
CHEMBL1561	Mgam
CHEMBL4297789	Rpl7
CHEMBL363295	CACNA2D4
CHEMBL1201539	Insr
CHEMBL1703	Ndufa6
CHEMBL1046	Plg
CHEMBL821	Kcnh6
CHEMBL3545252	Tuba1c
CHEMBL3545135	Ndufb11b
CHEMBL4297774	Egfr
CHEMBL243712	Htr5a
CHEMBL3545257	Cacna2d2
CHEMBL1200703	Gabrg1
CHEMBL2326966	Mtor
CHEMBL1256958	Adrb1
CHEMBL2108040	Cr1l
CHEMBL3184437	Scn4a
CHEMBL1200538	Nr3c1
CHEMBL1200819	Scn1a
CHEMBL1742428	HTR1D
CHEMBL2141296	Psmc1
CHEMBL1234354	Pik3r1
CHEMBL1200733	Gabra3
CHEMBL1303	DRD4
CHEMBL1097279	P2ry12
CHEMBL888	Pola2
CHEMBL1201179	Erbb2
CHEMBL3184799	Adra2a
CHEMBL23	Cacna1c
CHEMBL3707317	Gabrg3
CHEMBL750	Scn2a
CHEMBL5314363	Drd3
CHEMBL1303	Drd4
CHEMBL4297666	Ptger2
CHEMBL2079588	Pdgfrb
CHEMBL591	Gabrb2
CHEMBL3989558	Htr1a
CHEMBL317052	Adora2a
CHEMBL2028852	Bdkrb2
CHEMBL3963485	Fgfr4
CHEMBL5314394	Drd2
CHEMBL1200790	Gabra6
CHEMBL2402904	Htr4
CHEMBL3545385	Pik3r3
CHEMBL4297064	Slc6a2
CHEMBL5314374	F10
CHEMBL1981592	Adra1d
CHEMBL1201129	Dnmt3a
CHEMBL1536	Vdr
CHEMBL4594598	F9
CHEMBL1200967	Hrh1
CHEMBL221326	P2ry6
CHEMBL3184799	Adrb1
CHEMBL3545040	Kcnh2
CHEMBL932	Pde6b
CHEMBL90555	TUBA3E
CHEMBL2109447	H2-Eb2
CHEMBL2105722	Pgr
CHEMBL1201340	Chrm1
CHEMBL3545196	Pdgfrb
CHEMBL1431	Ndufa9
CHEMBL3833306	Tuba3a
CHEMBL1179047	Scn4a
CHEMBL1200659	Ace
CHEMBL452	Gabra1
CHEMBL2103738	Gsk3a
CHEMBL5095032	HTR3C
CHEMBL3545402	Pdgfrb
CHEMBL1705	Adra2b
CHEMBL2107339	Adra2a
CHEMBL3989949	Scn10a
CHEMBL2106829	Gabre
CHEMBL3114577	Itga2b
CHEMBL3545432	Psmb8
CHEMBL1131	RXRB
CHEMBL1201729	Kcnj2
CHEMBL4297971	Npy2r
CHEMBL856	Scn7a
CHEMBL1201170	Gsk3a
CHEMBL134	Adra2b
CHEMBL888	Rrm2b
CHEMBL49429	Avpr2
CHEMBL1421	Pdgfrb
CHEMBL535	Ret
CHEMBL1762	Scn2a
CHEMBL932	Pde3a
CHEMBL944	Scn5a
CHEMBL450	Gabre
CHEMBL2107762	KCNQ1
CHEMBL5315122	Psma5
CHEMBL315838	Scn5a
CHEMBL14935	Grik4
CHEMBL119625	Gria1
CHEMBL2103840	Cdk9
CHEMBL451887	Psmb10
CHEMBL3545135	Ndufc1
CHEMBL254219	Atp1b2
CHEMBL23	Cacna1d
CHEMBL4297744	Rpl36
CHEMBL4279455	Tubb2a
CHEMBL108	Scn11a
CHEMBL1068	Scn1a
CHEMBL1200982	Gabrg3
CHEMBL628	Pde3b
CHEMBL4297788	Cd3d
CHEMBL1108	Drd4
CHEMBL1631540	Slc6a4
CHEMBL1201752	Tubb4b
CHEMBL656	Oprm1
CHEMBL123292	Rpl37
CHEMBL572284	Tubb2a
CHEMBL4297507	Jak3
CHEMBL1614710	Flt1
CHEMBL4072756	Nr3c1
CHEMBL423	Adrb1
CHEMBL312448	Adra2c
CHEMBL1201461	Sigmar1
CHEMBL3989408	Ptgs2
CHEMBL3989566	Adrb1
CHEMBL3545317	Mag
CHEMBL2364574	Mmp7
CHEMBL421	Ptgs2
CHEMBL517427	CACNA1C
CHEMBL5314386	Ndufa10
CHEMBL5315122	Psmc1
CHEMBL940	CACNA2D4
CHEMBL3545298	Ntrk2
CHEMBL4105630	Gabrb2
CHEMBL482967	Aurkb
CHEMBL3707250	Chrnb2
CHEMBL2109372	Cd3e
CHEMBL3545355	Esr1
CHEMBL1077896	Scn7a
CHEMBL1230607	Cdk9
CHEMBL90555	TUBB
CHEMBL12	Gabrp
CHEMBL426161	SRC
CHEMBL2109281	Tubb1
CHEMBL1200986	Htr2a
