MONDO_0018124	MONDO_0018124
MONDO_0018660	MONDO_0018660
MONDO_0004928	MONDO_0004928
MONDO_0018881	MONDO_0018881
MONDO_0018747	MONDO_0018747
MONDO_0005854	MONDO_0005854
MONDO_0003310	MONDO_0003310
MONDO_0017376	MONDO_0017376
MONDO_0006515	MONDO_0006515
MONDO_0012623	MONDO_0012623
MONDO_0015247	MONDO_0015247
MONDO_0044794	MONDO_0044794
MONDO_0004693	MONDO_0004693
MONDO_0005939	MONDO_0005939
MONDO_0004169	MONDO_0004169
MONDO_0015254	MONDO_0015254
MONDO_0006803	MONDO_0006803
MONDO_0019941	MONDO_0019941
MONDO_0006858	MONDO_0006858
MONDO_0000147	MONDO_0000147
MONDO_0006509	MONDO_0006509
MONDO_0001357	MONDO_0001357
MONDO_0020151	MONDO_0020151
MONDO_0001208	MONDO_0001208
MONDO_0002385	MONDO_0002385
MONDO_0020438	MONDO_0020438
MONDO_0012030	MONDO_0012030
MONDO_0000450	MONDO_0000450
MONDO_0016256	MONDO_0016256
MONDO_0016006	MONDO_0016006
MONDO_0020591	MONDO_0020591
MONDO_0001793	MONDO_0001793
MONDO_0016543	MONDO_0016543
MONDO_0060779	MONDO_0060779
MONDO_0017416	MONDO_0017416
MONDO_0001436	MONDO_0001436
MONDO_0006021	MONDO_0006021
MONDO_0002360	MONDO_0002360
MONDO_0001943	MONDO_0001943
MONDO_0001972	MONDO_0001972
MONDO_0008686	MONDO_0008686
MONDO_0000387	MONDO_0000387
MONDO_0006001	MONDO_0006001
MONDO_0012061	MONDO_0012061
MONDO_0006836	MONDO_0006836
MONDO_0012520	MONDO_0012520
MONDO_0004987	MONDO_0004987
MONDO_0012470	MONDO_0012470
MONDO_0001226	MONDO_0001226
MONDO_0022538	MONDO_0022538
MONDO_0012583	MONDO_0012583
MONDO_0004379	MONDO_0004379
MONDO_0003538	MONDO_0003538
MONDO_0005853	MONDO_0005853
MONDO_0004958	MONDO_0004958
MONDO_0005344	MONDO_0005344
MONDO_0000337	MONDO_0000337
MONDO_0024377	MONDO_0024377
MONDO_0001256	MONDO_0001256
MONDO_0015356	MONDO_0015356
MONDO_0009443	MONDO_0009443
MONDO_0001455	MONDO_0001455
MONDO_0002522	MONDO_0002522
MONDO_0006589	MONDO_0006589
MONDO_0003009	MONDO_0003009
MONDO_0019371	MONDO_0019371
MONDO_0010863	MONDO_0010863
MONDO_0005173	MONDO_0005173
MONDO_0019369	MONDO_0019369
MONDO_0011057	MONDO_0011057
MONDO_0005688	MONDO_0005688
MONDO_0006211	MONDO_0006211
MONDO_0006838	MONDO_0006838
MONDO_0002508	MONDO_0002508
MONDO_0018076	MONDO_0018076
MONDO_0012910	MONDO_0012910
MONDO_0005617	MONDO_0005617
MONDO_0001711	MONDO_0001711
MONDO_0019458	MONDO_0019458
MONDO_0021945	MONDO_0021945
MONDO_0005372	MONDO_0005372
MONDO_0013080	MONDO_0013080
MONDO_0011399	MONDO_0011399
MONDO_0006409	MONDO_0006409
MONDO_0019121	MONDO_0019121
MONDO_0043789	MONDO_0043789
MONDO_0003864	MONDO_0003864
MONDO_0024890	MONDO_0024890
MONDO_0016391	MONDO_0016391
MONDO_0000728	MONDO_0000728
MONDO_0004555	MONDO_0004555
MONDO_0002670	MONDO_0002670
MONDO_0002959	MONDO_0002959
MONDO_0041959	MONDO_0041959
MONDO_0001687	MONDO_0001687
MONDO_0024332	MONDO_0024332
MONDO_0000338	MONDO_0000338
MONDO_0003264	MONDO_0003264
MONDO_0004596	MONDO_0004596
MONDO_0003005	MONDO_0003005
MONDO_0006818	MONDO_0006818
MONDO_0012267	MONDO_0012267
MONDO_0002612	MONDO_0002612
MONDO_0012857	MONDO_0012857
MONDO_0019861	MONDO_0019861
MONDO_0013251	MONDO_0013251
MONDO_0006025	MONDO_0006025
MONDO_0004605	MONDO_0004605
MONDO_0019456	MONDO_0019456
MONDO_0003143	MONDO_0003143
MONDO_0002178	MONDO_0002178
MONDO_0016142	MONDO_0016142
MONDO_0006906	MONDO_0006906
MONDO_0019035	MONDO_0019035
MONDO_0022103	MONDO_0022103
MONDO_0006658	MONDO_0006658
MONDO_0016698	MONDO_0016698
MONDO_0001133	MONDO_0001133
MONDO_0016690	MONDO_0016690
MONDO_0005115	MONDO_0005115
MONDO_0003551	MONDO_0003551
MONDO_0003455	MONDO_0003455
MONDO_0017046	MONDO_0017046
MONDO_0002679	MONDO_0002679
MONDO_0005382	MONDO_0005382
MONDO_0011799	MONDO_0011799
MONDO_0001493	MONDO_0001493
MONDO_0008698	MONDO_0008698
MONDO_0001137	MONDO_0001137
MONDO_0003240	MONDO_0003240
MONDO_0019730	MONDO_0019730
MONDO_0017989	MONDO_0017989
MONDO_0018556	MONDO_0018556
MONDO_0022963	MONDO_0022963
MONDO_0016122	MONDO_0016122
MONDO_0005715	MONDO_0005715
MONDO_0015138	MONDO_0015138
MONDO_0021416	MONDO_0021416
MONDO_0000257	MONDO_0000257
MONDO_0005780	MONDO_0005780
MONDO_0017987	MONDO_0017987
MONDO_0011016	MONDO_0011016
MONDO_0005003	MONDO_0005003
MONDO_0019453	MONDO_0019453
MONDO_0001658	MONDO_0001658
MONDO_0000989	MONDO_0000989
MONDO_0003173	MONDO_0003173
MONDO_0001246	MONDO_0001246
MONDO_0002868	MONDO_0002868
MONDO_0016586	MONDO_0016586
MONDO_0002616	MONDO_0002616
MONDO_0015264	MONDO_0015264
MONDO_0018369	MONDO_0018369
MONDO_0003945	MONDO_0003945
MONDO_0002093	MONDO_0002093
MONDO_0019023	MONDO_0019023
MONDO_0019482	MONDO_0019482
MONDO_0007640	MONDO_0007640
MONDO_0005160	MONDO_0005160
MONDO_0011648	MONDO_0011648
MONDO_0006544	MONDO_0006544
MONDO_0005464	MONDO_0005464
MONDO_0019125	MONDO_0019125
MONDO_0005738	MONDO_0005738
MONDO_0000704	MONDO_0000704
MONDO_0001036	MONDO_0001036
MONDO_0004985	MONDO_0004985
MONDO_0008145	MONDO_0008145
MONDO_0017236	MONDO_0017236
MONDO_0006047	MONDO_0006047
MONDO_0006032	MONDO_0006032
MONDO_0024270	MONDO_0024270
MONDO_0016686	MONDO_0016686
MONDO_0003947	MONDO_0003947
MONDO_0016243	MONDO_0016243
MONDO_0006109	MONDO_0006109
MONDO_0006657	MONDO_0006657
MONDO_0016953	MONDO_0016953
MONDO_0005893	MONDO_0005893
