CHEMBL1200796	MONDO_0002926
CHEMBL1200796	MONDO_0018908
CHEMBL1200796	MONDO_0005164
CHEMBL1200796	MONDO_0005157
CHEMBL1200796	MONDO_0020311
CHEMBL1200796	MONDO_0020325
CHEMBL1200796	MONDO_0019454
CHEMBL1200796	MONDO_0005377
CHEMBL1200796	MONDO_0015760
CHEMBL1200796	MONDO_0018666
CHEMBL1200796	MONDO_0018689
CHEMBL1200796	MONDO_0005628
CHEMBL1200796	MONDO_0005647
CHEMBL1200796	MONDO_0008903
CHEMBL1200796	MONDO_0006594
CHEMBL1200796	MONDO_0018076
CHEMBL1200796	MONDO_0011908
CHEMBL1200796	MONDO_0000873
CHEMBL1200796	MONDO_0005035
CHEMBL1200796	MONDO_0003060
CHEMBL1200796	MONDO_0005301
CHEMBL1200796	MONDO_0005302
CHEMBL1200796	MONDO_0003582
CHEMBL1200796	MONDO_0005192
CHEMBL1200796	MONDO_0007576
CHEMBL1200796	MONDO_0011382
CHEMBL1200796	MONDO_0010006
CHEMBL1200796	MONDO_0005509
CHEMBL1200796	MONDO_0018872
CHEMBL1200796	MONDO_0006451
CHEMBL1200796	MONDO_0009693
CHEMBL1200796	MONDO_0009254
CHEMBL1200796	MONDO_0002656
CHEMBL1200796	MONDO_0001718
CHEMBL1200796	MONDO_0002771
CHEMBL1200796	MONDO_0005097
CHEMBL1200796	MONDO_0000870
CHEMBL1200796	MONDO_0005284
CHEMBL1200796	MONDO_0005065
CHEMBL1200796	MONDO_0018882
CHEMBL1200796	MONDO_0017198
CHEMBL1200796	MONDO_0007243
CHEMBL1200796	MONDO_0010150
CHEMBL1200796	MONDO_0010100
CHEMBL1200796	MONDO_0017816
CHEMBL1200796	MONDO_0001982
CHEMBL1200796	MONDO_0002380
CHEMBL1200796	MONDO_0005272
CHEMBL1200796	MONDO_0005140
CHEMBL1200796	MONDO_0005089
CHEMBL1200796	MONDO_0010434
CHEMBL1200796	MONDO_0044881
CHEMBL1200796	MONDO_0008380
CHEMBL1200796	MONDO_0005109
CHEMBL1200796	MONDO_0019019
CHEMBL1200796	MONDO_0002691
CHEMBL1200796	MONDO_0018871
CHEMBL1200796	MONDO_0037745
CHEMBL1200796	MONDO_0019373
CHEMBL1200796	MONDO_0004963
CHEMBL1200796	MONDO_0000432
CHEMBL1200796	MONDO_0021100
CHEMBL1200796	MONDO_0002898
CHEMBL1200796	MONDO_0005375
CHEMBL1200796	MONDO_0005435
CHEMBL1200796	MONDO_0005336
CHEMBL1200796	MONDO_0004095
CHEMBL1200796	MONDO_0006130
CHEMBL1200796	MONDO_0021042
CHEMBL1200796	MONDO_0018905
CHEMBL1200796	MONDO_0020077
CHEMBL1200796	MONDO_0006115
CHEMBL1200796	MONDO_0009348
CHEMBL1200796	MONDO_0008170
CHEMBL1200796	MONDO_0019472
CHEMBL1200796	MONDO_0006206
CHEMBL1200796	MONDO_0008433
CHEMBL1200796	MONDO_0005005
CHEMBL1200796	MONDO_0005184
CHEMBL1200796	MONDO_0006541
CHEMBL1200796	MONDO_0018149
CHEMBL1200796	MONDO_0021211
CHEMBL1200796	MONDO_0018944
CHEMBL1200796	MONDO_0019148
CHEMBL1200796	MONDO_0019338
CHEMBL1200796	MONDO_0005570
CHEMBL1200796	MONDO_0005070
CHEMBL1200796	MONDO_0001657
CHEMBL1200796	MONDO_0044903
CHEMBL1200796	MONDO_0020547
CHEMBL1200796	MONDO_0019438
CHEMBL1200796	MONDO_0005627
CHEMBL1200796	MONDO_0008315
CHEMBL1200796	MONDO_0005212
CHEMBL1200796	MONDO_0015759
CHEMBL1200796	MONDO_0017858
CHEMBL1200796	MONDO_0005314
CHEMBL1200796	MONDO_0008978
CHEMBL1200796	MONDO_0004949
CHEMBL1200796	MONDO_0009692
CHEMBL1200796	MONDO_0012268
CHEMBL1200796	MONDO_0013730
CHEMBL1200796	MONDO_0018876
CHEMBL1200796	MONDO_0005011
CHEMBL1200796	MONDO_0007896
CHEMBL1200796	MONDO_0019210
CHEMBL1200796	MONDO_0001187
CHEMBL1200796	MONDO_0024883
CHEMBL1200796	MONDO_0005012
CHEMBL1200796	MONDO_0013280
CHEMBL1200796	MONDO_0005224
CHEMBL1200796	MONDO_0000831
CHEMBL1200796	MONDO_0006785
CHEMBL1200796	MONDO_0016717
CHEMBL1200796	MONDO_0021063
CHEMBL1200796	MONDO_0008345
CHEMBL1200796	MONDO_0002334
CHEMBL1200796	MONDO_0021163
CHEMBL1200796	MONDO_0005233
CHEMBL1200796	MONDO_0002108
CHEMBL1200796	MONDO_0008219
CHEMBL1200796	MONDO_0018177
CHEMBL1200796	MONDO_0018078
CHEMBL1200796	MONDO_0002280
CHEMBL1200796	MONDO_0000984
CHEMBL1200796	MONDO_0004948
CHEMBL1200796	MONDO_0005062
CHEMBL1200796	MONDO_0024475
CHEMBL1200796	MONDO_0005046
CHEMBL1200796	MONDO_0005072
CHEMBL1200796	MONDO_0019340
CHEMBL1200796	MONDO_0005047
CHEMBL1200796	MONDO_0019262
CHEMBL1200796	MONDO_0000159
CHEMBL1200796	MONDO_0004952
CHEMBL1200796	MONDO_0005462
CHEMBL1200796	MONDO_0018868
CHEMBL1200796	MONDO_0015277
CHEMBL1200796	MONDO_0024331
CHEMBL1200796	MONDO_0016537
CHEMBL1200796	MONDO_0005105
CHEMBL1200796	MONDO_0018906
CHEMBL1200796	MONDO_0009807
CHEMBL1200796	MONDO_0017844
CHEMBL1200796	MONDO_0006244
CHEMBL1200796	MONDO_0018544
CHEMBL1200796	MONDO_0009688
CHEMBL1200796	MONDO_0004992
CHEMBL1200796	MONDO_0007191
CHEMBL1200796	MONDO_0011996
CHEMBL1200796	MONDO_0004967
CHEMBL1200796	MONDO_0015540
CHEMBL1200796	MONDO_0016681
CHEMBL1200796	MONDO_0004977
CHEMBL1200796	MONDO_0006519
CHEMBL1200796	MONDO_0008558
CHEMBL1200796	MONDO_0100342
CHEMBL1200796	MONDO_0003751
CHEMBL1200796	MONDO_0003478
CHEMBL1200796	MONDO_0001705
CHEMBL1200796	MONDO_0007926
CHEMBL1200796	MONDO_0005515
CHEMBL1200796	MONDO_0012105
CHEMBL1200796	MONDO_0008383
CHEMBL1200796	MONDO_0005040
CHEMBL1200796	MONDO_0018271
CHEMBL1200796	MONDO_0002367
CHEMBL1200796	MONDO_0006804
CHEMBL1200796	MONDO_0002087
CHEMBL1200796	MONDO_0005494
CHEMBL1200796	MONDO_0005376
CHEMBL1200796	MONDO_0007691
CHEMBL1200796	MONDO_0019100
CHEMBL1200796	MONDO_0007650
CHEMBL1200796	MONDO_0009303
